index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
998,50390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,9516522811,Acute Care Hospitals,Government - State,TRUE,,1,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,"1117 EAST DEVONSHIRE
HEMET, CA 92543
(33.751223, -116.960068)"
999,50742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,3106575900,Acute Care Hospitals,Proprietary,TRUE,,2,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"5900 WEST OLYMPIC BOULEVARD
LOS ANGELES, CA 90036
(34.057527, -118.359857)"
1000,100084,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,FL,34748,LAKE,3523235762,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"600 E DIXIE AVE
LEESBURG, FL 34748
(28.806565, -81.868111)"
1001,41326,DELTA MEMORIAL HOSPITAL,811 HIGHWAY 65 SOUTH,DUMAS,AR,71639,DESHA,8703824303,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"811 HIGHWAY 65 SOUTH
DUMAS, AR 71639
(33.873284, -91.481497)"
1002,70025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,HARTFORD,8605455000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"80 SEYMOUR STREET
HARTFORD, CT 06102
(41.754123, -72.68082)"
1003,50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,7078223621,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"3800 JANES RD
ARCATA, CA 95521
(40.903309, -124.090847)"
1004,100055,FLORIDA HOSPITAL NORTH PINELLAS,1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689,PINELLAS,7279425000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1395 S PINELLAS AVE
TARPON SPRINGS, FL 34689
(28.13314, -82.758576)"
1005,53310,SHRINERS HOSPITALS FOR CHILDREN,3160 GENEVA STREET,LOS ANGELES,CA,90020,LOS ANGELES,2133883151,Childrens,Voluntary non-profit - Private,FALSE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"3160 GENEVA STREET
LOS ANGELES, CA 90020
(34.067708, -118.286386)"
1006,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"13100 STUDERBAKER ROAD
NORWALK, CA 90650
(33.91244, -118.099156)"
1007,50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9514864000,Acute Care Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"26520 CACTUS AVENUE
MORENO VALLEY, CA 92555
(33.910054, -117.195824)"
1008,10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1530 U S HIGHWAY 43
WINFIELD, AL 35594
(33.929316, -87.824507)"
1009,50108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,9167338999,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"2825 CAPITOL AVENUE
SACRAMENTO, CA 95816
(38.570258, -121.469682)"
1010,103303,SHRINERS HOSPITALS FOR CHILDREN-TAMPA,12502 USF PINE DR,TAMPA,FL,33612,HILLSBOROUGH,8139722250,Childrens,Voluntary non-profit - Other,FALSE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"12502 USF PINE DR
TAMPA, FL 33612
(28.060368, -82.422968)"
1011,30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,MARICOPA,4805432000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,"1900 NORTH HIGLEY ROAD
GILBERT, AZ 85234
(33.384225, -111.719634)"
1012,100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,HILLSBOROUGH,8137571200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"301 N ALEXANDER ST
PLANT CITY, FL 33563
(28.016163, -82.138002)"
1013,50588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"1350 W COVINA BLVD
SAN DIMAS, CA 91773
(34.099423, -117.835006)"
1014,50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,9517883000,Acute Care Hospitals,Government - State,TRUE,,2,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"4445 MAGNOLIA AVENUE
RIVERSIDE, CA 92501
(33.975701, -117.380349)"
1015,30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,6023445011,Acute Care Hospitals,Government - Local,TRUE,,2,,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"2601 EAST ROOSEVELT STREET
PHOENIX, AZ 85008
(33.458525, -112.02643)"
1016,30068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,9283484000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ 85546
(32.821883, -109.732994)"
1017,110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,JACKSON,7063351100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"70 MEDICAL CENTER DRIVE
COMMERCE, GA 30529
(34.218475, -83.469116)"
1018,10144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,2513449630,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,"3719 DAUPHIN STREET
MOBILE, AL 36608
(30.685946, -88.131719)"
1019,100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,BREVARD,3217997111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"701 W COCOA BEACH CAUSEWAY
COCOA BEACH, FL 32932
(28.357879, -80.622733)"
1020,161348,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,CLARKE,6413422184,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"800 S FILLMORE ST
OSCEOLA, IA 50213
(41.02571, -93.767533)"
1021,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Acute Care Hospitals,Government - Federal,TRUE,,4,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"6655 ALVARADO ROAD
SAN DIEGO, CA 92120
(32.777136, -117.056602)"
